AIC,BIC,likelihood,number of observations,number of classes,number of clusters,purity,purity 2,rand index,entropy (clusters),entropy (classes),precision,recall,F-measure,homogeneity,completeness,V-Measure,NV-Measure,mutual information,normalized mutual information,normalized mutual information 2
56008.53064770444,114232.64982828239,161.76836690369447,40,21,26,0.95,"[(0.7142857142857143, 7), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 3), (1.0, 4), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.9692307692307692,3.0233477431831677,2.861011537527429,0.6666666666666666,0.6285714285714286,0.6470588235294118,0.951291864711999,0.9002130193702039,0.925047866950892,0.7471540463834128,2.7216570004970113,0.9254000874404001,0.925047866950892
57037.51098664696,149751.7525298969,148.16111192995422,76,28,30,0.7236842105263158,"[(0.875, 8), (1.0, 1), (0.75, 4), (0.25, 8), (1.0, 2), (0.5, 4), (1.0, 2), (1.0, 1), (0.6666666666666666, 3), (1.0, 1), (1.0, 4), (0.5, 2), (0.5, 2), (0.8333333333333334, 6), (0.5714285714285714, 7), (1.0, 1), (0.5, 2), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (0.5, 2), (0.3333333333333333, 3), (1.0, 1), (1.0, 2), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.952280701754386,3.1207260576542333,3.0690614850625026,0.46774193548387094,0.453125,0.4603174603174603,0.8279376490741869,0.8142308885377708,0.8210270653947274,0.7662919277017456,2.540991550806781,0.8210556666021789,0.8210270653947273
56286.46555345002,189365.87186464312,140.5059017174999,130,37,35,0.6538461538461539,"[(0.8888888888888888, 9), (0.38461538461538464, 13), (1.0, 2), (0.375, 8), (0.2727272727272727, 11), (0.6666666666666666, 9), (1.0, 2), (0.4, 5), (0.4, 5), (0.8, 5), (1.0, 4), (1.0, 1), (0.5, 2), (0.7, 10), (0.5833333333333334, 12), (0.5, 6), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 3), (1.0, 3), (0.5, 2), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.9493142516398331,3.1437018508728394,3.3402401424834283,0.35626535626535627,0.4707792207792208,0.40559440559440557,0.7572259017872953,0.8045662324421384,0.780178587862071,0.738006772301959,2.5293163540781376,0.7805372450489502,0.7801785878620711
54292.34778629541,232783.71849913616,138.1666299840218,197,40,41,0.5736040609137056,"[(1.0, 1), (0.6666666666666666, 3), (1.0, 2), (0.3333333333333333, 9), (0.3333333333333333, 9), (0.5333333333333333, 15), (1.0, 2), (0.5, 2), (0.4, 10), (0.6666666666666666, 6), (1.0, 4), (0.7777777777777778, 9), (0.8, 10), (0.7, 10), (1.0, 1), (0.5454545454545454, 11), (1.0, 2), (0.5, 4), (0.15384615384615385, 13), (0.25, 16), (0.625, 8), (0.4, 5), (0.5714285714285714, 7), (1.0, 1), (0.75, 4), (1.0, 1), (0.6666666666666666, 3), (0.75, 8), (0.5, 2), (0.4, 5), (0.6666666666666666, 3), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.9460789391898892,3.345720686371511,3.372037748285461,0.30563002680965146,0.303595206391478,0.3046092184368738,0.709211895404452,0.714790476257748,0.711990258684855,0.6946246426193707,2.391489282836892,0.7119957222370149,0.7119902586848551
57061.592967750476,261424.9355608483,137.172702714206,227,45,45,0.5726872246696035,"[(1.0, 3), (0.3333333333333333, 6), (1.0, 2), (0.5, 6), (0.36363636363636365, 11), (0.5294117647058824, 17), (1.0, 2), (0.5, 2), (0.5, 14), (0.6666666666666666, 6), (1.0, 4), (0.8181818181818182, 11), (1.0, 1), (0.6363636363636364, 11), (1.0, 1), (1.0, 3), (0.5, 12), (0.3333333333333333, 6), (0.13333333333333333, 15), (0.26666666666666666, 15), (0.45454545454545453, 11), (0.2857142857142857, 7), (0.5714285714285714, 7), (0.5, 4), (0.8333333333333334, 12), (1.0, 1), (0.6666666666666666, 3), (1.0, 7), (0.5, 6), (0.5, 2), (0.5, 2), (1.0, 2), (0.6666666666666666, 3), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.9485010330981248,3.404216745140544,3.4429028671141646,0.3176593521421108,0.31275720164609055,0.31518921721099014,0.7067661391283139,0.7147979547006253,0.7107593570963785,0.7107593570963785,2.4333271667840806,0.7107707019148837,0.7107593570963785
63866.26241424543,297335.59980759444,137.46347517150915,250,50,50,0.584,"[(0.6666666666666666, 3), (0.375, 8), (1.0, 2), (0.75, 8), (1.0, 1), (0.36363636363636365, 11), (0.4444444444444444, 9), (0.5, 2), (0.36363636363636365, 11), (1.0, 4), (1.0, 4), (0.8181818181818182, 11), (1.0, 1), (0.6666666666666666, 15), (0.42857142857142855, 7), (1.0, 3), (0.45454545454545453, 11), (0.3333333333333333, 6), (0.25, 16), (0.1111111111111111, 18), (0.8333333333333334, 12), (1.0, 7), (0.5714285714285714, 7), (0.8, 5), (0.5625, 16), (1.0, 1), (0.6666666666666666, 3), (0.42857142857142855, 7), (0.6666666666666666, 3), (1.0, 1), (1.0, 2), (1.0, 3), (0.5, 4), (0.6, 5), (1.0, 2), (1.0, 1), (0.5, 2), (1.0, 1), (0.3333333333333333, 3), (1.0, 1), (1.0, 1), (0.75, 4), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1)]",0.9499116465863454,3.5216198605557394,3.490221626212332,0.32341650671785027,0.28295549958018473,0.3018360949395432,0.717227069488758,0.7108323805396533,0.7140154076667189,0.7140154076667189,2.503281428834558,0.7140225663045763,0.7140154076667188
52838.652257129244,297056.3072519165,135.6451492225693,294,50,50,0.5272108843537415,"[(0.5, 2), (0.2857142857142857, 7), (1.0, 4), (0.75, 8), (0.5, 2), (0.4, 10), (0.5, 6), (1.0, 2), (0.36363636363636365, 11), (0.38095238095238093, 21), (1.0, 4), (0.7777777777777778, 9), (1.0, 1), (0.7, 10), (0.375, 8), (0.75, 4), (0.35714285714285715, 14), (0.5, 4), (0.25, 16), (0.42857142857142855, 7), (0.8333333333333334, 12), (0.875, 8), (0.5714285714285714, 7), (0.47058823529411764, 17), (0.5833333333333334, 12), (1.0, 1), (0.21052631578947367, 19), (0.5, 6), (1.0, 1), (0.625, 8), (1.0, 2), (1.0, 1), (0.5, 4), (0.42857142857142855, 7), (0.23076923076923078, 13), (0.5, 4), (0.3333333333333333, 6), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (1.0, 2), (1.0, 1), (1.0, 1), (1.0, 2)]",0.9447888370365211,3.538027922908456,3.5127345912421526,0.2594440484675695,0.21374045801526717,0.2343850611719253,0.671016935072628,0.6662198406849313,0.6686097835257655,0.6686097835257655,2.35710439913891,0.6686140856884314,0.6686097835257654
