AIC,BIC,likelihood,number of observations,number of classes,number of clusters,purity,purity 2,rand index,entropy (clusters),entropy (classes),precision,recall,F-measure,homogeneity,completeness,V-Measure,NV-Measure,mutual information,normalized mutual information,normalized mutual information 2
79929.7518034593,184321.07974169578,546.1531024567588,40,21,12,0.425,"[(1.0, 1), (0.5, 2), (0.5, 2), (0.3333333333333333, 6), (0.25, 4), (0.3333333333333333, 6), (1.0, 1), (1.0, 1), (0.5, 4), (0.5, 2), (0.25, 4), (0.42857142857142855, 7)]",0.8782051282051282,2.290956951840881,2.861011537527429,0.08333333333333333,0.17142857142857143,0.11214953271028037,0.5765293192120372,0.7199860445492282,0.6403210879073971,0.3658977645185126,1.6494570339884727,0.6442771640421023,0.6403210879073971
204053.1682875692,540207.8457570459,555.2686296870448,76,28,28,0.5394736842105263,"[(1.0, 1), (1.0, 1), (1.0, 1), (1.0, 1), (0.4, 5), (1.0, 1), (1.0, 3), (1.0, 2), (1.0, 1), (0.6666666666666666, 3), (0.5, 2), (1.0, 1), (0.25, 4), (0.5, 2), (1.0, 3), (0.6666666666666666, 6), (0.5, 2), (1.0, 1), (0.3333333333333333, 3), (0.3333333333333333, 3), (0.3333333333333333, 3), (0.5, 6), (0.5, 2), (0.5, 2), (0.5, 2), (0.25, 8), (0.2, 5), (0.5, 2)]",0.9326315789473684,3.1380809900497386,3.0690614850625026,0.20909090909090908,0.1796875,0.19327731092436976,0.7251065358742315,0.7091584152464538,0.7170438090446618,0.7170438090446618,2.2253965418186956,0.7170881409320725,0.7170438090446618
259669.89464404422,835723.1553271653,546.561943676753,130,37,39,0.5,"[(1.0, 1), (0.5, 2), (1.0, 1), (0.5, 2), (1.0, 1), (0.3333333333333333, 3), (0.3333333333333333, 3), (0.75, 4), (0.5, 2), (0.5, 2), (0.75, 4), (0.3333333333333333, 3), (0.5, 4), (0.3333333333333333, 3), (1.0, 2), (0.5, 6), (0.3333333333333333, 6), (0.5, 2), (0.5, 2), (0.5, 2), (0.5, 6), (0.6666666666666666, 3), (0.42857142857142855, 7), (0.2, 5), (0.3333333333333333, 3), (0.3333333333333333, 3), (1.0, 1), (1.0, 2), (0.5, 2), (0.3333333333333333, 6), (0.3333333333333333, 3), (0.5, 2), (0.5, 4), (0.4, 5), (0.5, 4), (0.4, 5), (1.0, 1), (0.5, 4), (0.6666666666666666, 9)]",0.9491949910554561,3.5180945600353617,3.3402401424834283,0.22935779816513763,0.16233766233766234,0.19011406844106463,0.7205760469803427,0.6841479092624426,0.7018896400468204,0.6658952995315989,2.4068970378357655,0.7021257693648604,0.7018896400468204
233225.05763118394,960428.4179168185,532.383102458924,197,40,43,0.5025380710659898,"[(0.5, 2), (1.0, 1), (0.5, 2), (0.5, 6), (0.5, 2), (1.0, 1), (0.5, 4), (0.3333333333333333, 6), (0.3333333333333333, 3), (1.0, 4), (0.5, 6), (0.6666666666666666, 3), (0.4, 5), (0.5, 4), (0.4, 5), (0.42857142857142855, 7), (0.6666666666666666, 3), (0.5, 2), (1.0, 2), (0.5, 2), (0.5, 2), (0.5, 4), (0.6666666666666666, 3), (1.0, 1), (0.3333333333333333, 3), (0.6, 5), (0.3333333333333333, 6), (0.4, 5), (0.6666666666666666, 3), (0.5454545454545454, 11), (0.5384615384615384, 13), (0.5, 6), (0.6, 5), (0.6666666666666666, 3), (1.0, 1), (1.0, 6), (0.4, 5), (0.42857142857142855, 7), (0.38461538461538464, 13), (0.3333333333333333, 9), (0.2857142857142857, 7), (0.4, 5), (0.25, 4)]",0.947529265513312,3.5824974380748387,3.372037748285461,0.2518939393939394,0.17709720372836218,0.20797498045347929,0.689822193577539,0.6492974570272253,0.668946641009354,0.6222759451249804,2.326106476348542,0.6692531629292748,0.6689466410093541
283114.47614826704,1182848.8457406317,533.6685547394999,227,45,51,0.5066079295154186,"[(1.0, 1), (1.0, 1), (1.0, 2), (0.5, 2), (0.75, 4), (0.4, 5), (0.2, 5), (0.25, 4), (0.6666666666666666, 3), (0.75, 4), (0.75, 4), (0.3333333333333333, 3), (0.6666666666666666, 3), (0.6, 5), (0.6, 5), (0.6666666666666666, 6), (1.0, 1), (0.2857142857142857, 7), (0.3333333333333333, 6), (0.3333333333333333, 3), (0.4, 5), (0.5, 4), (0.3333333333333333, 3), (0.25, 4), (1.0, 1), (0.3333333333333333, 3), (0.2, 5), (0.5, 6), (0.4, 5), (0.4, 10), (0.5555555555555556, 9), (0.5714285714285714, 7), (1.0, 1), (1.0, 1), (0.42857142857142855, 7), (0.6666666666666666, 3), (0.5, 4), (1.0, 2), (1.0, 1), (0.5, 6), (1.0, 2), (0.5, 2), (0.5, 6), (0.5, 4), (0.625, 8), (0.7777777777777778, 9), (0.5, 4), (0.3333333333333333, 3), (0.3333333333333333, 12), (0.4166666666666667, 12), (0.5, 4)]",0.9507231686873806,3.7573449488868227,3.4429028671141646,0.2456445993031359,0.14506172839506173,0.18240620957309184,0.6937153674981055,0.6356601962851417,0.6634201179611332,0.5853706923186469,2.3883946277203836,0.6640536474335977,0.6634201179611333
290884.94774282846,1270389.8664289657,530.8421045143431,250,50,54,0.548,"[(1.0, 1), (0.5, 2), (1.0, 1), (1.0, 1), (0.5, 2), (0.25, 4), (0.5, 4), (0.42857142857142855, 7), (0.2, 5), (1.0, 1), (0.3333333333333333, 3), (0.4, 5), (1.0, 1), (0.5, 2), (1.0, 2), (0.375, 8), (0.3333333333333333, 6), (0.5, 4), (0.5, 4), (1.0, 1), (1.0, 1), (0.5, 2), (1.0, 9), (0.7692307692307693, 13), (0.625, 8), (0.6666666666666666, 3), (0.5, 2), (0.4, 5), (0.5, 8), (0.6, 5), (0.6666666666666666, 6), (0.5714285714285714, 7), (0.3333333333333333, 6), (0.42857142857142855, 7), (0.5, 4), (0.6, 5), (0.5, 6), (0.6666666666666666, 3), (0.5, 2), (0.5, 4), (0.5, 2), (0.5, 2), (0.5, 4), (0.5, 8), (0.6111111111111112, 18), (0.4, 10), (0.4, 10), (0.3333333333333333, 3), (1.0, 1), (0.3333333333333333, 6), (0.75, 4), (0.3333333333333333, 3), (1.0, 4), (0.8, 5)]",0.953991967871486,3.7634515145053036,3.490221626212332,0.338255033557047,0.21158690176322417,0.2603305785123967,0.7169183123668971,0.6648694126671911,0.6899135788197478,0.6388088692775442,2.502203798050592,0.6904035466839179,0.6899135788197478
247864.4514924161,1272463.2145169722,524.5604566455509,294,50,54,0.5408163265306123,"[(1.0, 1), (1.0, 1), (0.5, 2), (1.0, 2), (1.0, 2), (0.75, 4), (0.4, 5), (0.5, 4), (1.0, 1), (1.0, 5), (0.9, 10), (0.9090909090909091, 11), (0.5, 6), (0.3333333333333333, 3), (1.0, 2), (0.5, 4), (0.3333333333333333, 3), (0.5, 4), (0.16666666666666666, 6), (0.3333333333333333, 3), (0.3333333333333333, 6), (0.5, 4), (0.3333333333333333, 3), (0.6, 5), (0.3333333333333333, 3), (0.5, 8), (0.25, 8), (0.5, 6), (0.75, 4), (0.4, 5), (0.3333333333333333, 6), (0.3333333333333333, 6), (0.5, 2), (0.6666666666666666, 3), (0.5714285714285714, 7), (0.5, 8), (0.5, 4), (1.0, 2), (0.6666666666666666, 3), (0.5384615384615384, 13), (0.47368421052631576, 19), (0.7647058823529411, 17), (0.3333333333333333, 3), (0.4, 5), (0.3333333333333333, 3), (0.6, 5), (0.3333333333333333, 6), (0.3333333333333333, 6), (0.4375, 16), (0.5, 8), (0.5, 4), (0.6666666666666666, 3), (0.6666666666666666, 6), (0.5, 8)]",0.95240416985907,3.7832662864162496,3.5127345912421526,0.3339712918660287,0.20493247210804463,0.2540029112081514,0.6993611879610209,0.6493516582598253,0.6734292601980424,0.6235456112944837,2.456670236722883,0.6738926822017363,0.6734292601980424
